Precinct,Total.x,Trump,Clinton,trump_pct,clinton_pct,Total.y,Jones,Moore,jones_pct,moore_pct,change_dem
MT OLIVE,144,82,60,0.5694444444444444,0.4166666666666667,77,39,38,0.5064935064935064,0.4935064935064935,0.08982683982683975
MT OLIVE COMM CTR BOX 20,205,138,58,0.6731707317073171,0.28292682926829266,121,47,74,0.3884297520661157,0.6115702479338843,0.10550292279782303
MT PLEASANT CURRY,94,91,2,0.9680851063829787,0.02127659574468085,49,3,46,0.061224489795918366,0.9387755102040817,0.03994789405123751
MT STAR HILLS PRCT 11,291,235,38,0.8075601374570447,0.13058419243986255,161,28,133,0.17391304347826086,0.8260869565217391,0.043328851038398314
MT STERLING,168,63,104,0.375,0.6190476190476191,115,87,28,0.7565217391304347,0.24347826086956523,0.13747412008281568
MT VIEW BAPTIST,725,603,85,0.8317241379310345,0.11724137931034483,388,91,292,0.2345360824742268,0.7525773195876289,0.11729470316388198
MT ZION BAPTIST CHURCH,4328,2456,1534,0.5674676524953789,0.3544362292051756,3187,1721,1341,0.5400062754941952,0.42077188578600566,0.18557004628901963
MT ZION CHURCH,976,400,570,0.4098360655737705,0.5840163934426229,693,469,224,0.6767676767676768,0.32323232323232326,0.09275128332505389
MULDER METHODIST,4050,3091,773,0.7632098765432099,0.1908641975308642,2513,868,1599,0.34540389972144847,0.6362912853163549,0.15453970219058427
MUNFORD OLD HIGH SCH GYM,1473,1023,415,0.6945010183299389,0.2817379497623897,818,353,456,0.4315403422982885,0.5574572127139364,0.14980239253589883
MURPHREE VALLEY,695,593,79,0.8532374100719424,0.11366906474820145,365,63,296,0.1726027397260274,0.810958904109589,0.058933674977825964
MUSCADINE VFD,177,156,15,0.8813559322033898,0.0847457627118644,79,13,65,0.16455696202531644,0.8227848101265823,0.07981119931345204
MUSCLE SHOALS CITY HALL,1342,922,351,0.6870342771982116,0.2615499254843517,733,336,387,0.4583901773533424,0.5279672578444747,0.19684025186899073
MYNOT BAPTIST CHURCH,77,65,4,0.8441558441558441,0.05194805194805195,42,6,35,0.14285714285714285,0.8333333333333334,0.0909090909090909
McCORDS CROSSROADS FIRE,345,312,21,0.9043478260869565,0.06086956521739131,149,20,129,0.1342281879194631,0.8657718120805369,0.07335862270207177
McCULLOUGH VOL FIRE DEPT,319,248,68,0.7774294670846394,0.21316614420062696,188,57,130,0.30319148936170215,0.6914893617021277,0.09002534516107519
McINTOSH COMMUNITY,505,60,437,0.1188118811881188,0.8653465346534653,374,342,32,0.9144385026737968,0.0855614973262032,0.049091968020331445
McKENZIE TOWN HALL,351,253,94,0.7207977207977208,0.2678062678062678,201,66,134,0.3283582089552239,0.6666666666666666,0.06055194114895607
McLAINS  VOTING HOUSE,506,399,99,0.7885375494071146,0.1956521739130435,280,83,193,0.29642857142857143,0.6892857142857143,0.10077639751552794
N COURTLAND SR CTR,439,32,404,0.07289293849658314,0.9202733485193622,309,293,15,0.948220064724919,0.04854368932038835,0.027946716205556887
NATIONAL GUARD ARMORY,1195,886,277,0.7414225941422594,0.2317991631799163,737,215,513,0.29172320217096337,0.6960651289009498,0.05992403899104706
NATIONAL GUARD ARMORY,1195,886,277,0.7414225941422594,0.2317991631799163,648,469,174,0.7237654320987654,0.26851851851851855,0.4919662689188491
NATIONAL GUARD ARMORY,1195,886,277,0.7414225941422594,0.2317991631799163,891,865,23,0.9708193041526375,0.025813692480359147,0.7390201409727212
NATIONAL GUARD ARMORY,859,293,557,0.3410942956926659,0.6484284051222352,737,215,513,0.29172320217096337,0.6960651289009498,-0.35670520295127184
NATIONAL GUARD ARMORY,859,293,557,0.3410942956926659,0.6484284051222352,648,469,174,0.7237654320987654,0.26851851851851855,0.07533702697653022
NATIONAL GUARD ARMORY,859,293,557,0.3410942956926659,0.6484284051222352,891,865,23,0.9708193041526375,0.025813692480359147,0.3223908990304023
NATIONAL GUARD ARMORY,1183,45,1108,0.03803888419273035,0.9366018596787827,737,215,513,0.29172320217096337,0.6960651289009498,-0.6448786575078194
NATIONAL GUARD ARMORY,1183,45,1108,0.03803888419273035,0.9366018596787827,648,469,174,0.7237654320987654,0.26851851851851855,-0.2128364275800173
NATIONAL GUARD ARMORY,1183,45,1108,0.03803888419273035,0.9366018596787827,891,865,23,0.9708193041526375,0.025813692480359147,0.034217444473854775
NATIONAL GUARD ARMORY,614,428,163,0.6970684039087948,0.26547231270358307,737,215,513,0.29172320217096337,0.6960651289009498,0.0262508894673803
NATIONAL GUARD ARMORY,614,428,163,0.6970684039087948,0.26547231270358307,648,469,174,0.7237654320987654,0.26851851851851855,0.45829311939518236
NATIONAL GUARD ARMORY,614,428,163,0.6970684039087948,0.26547231270358307,891,865,23,0.9708193041526375,0.025813692480359147,0.7053469914490544
NATIONAL GUARD ARMORY 1,709,472,219,0.6657263751763046,0.30888575458392104,210,113,95,0.5380952380952381,0.4523809523809524,0.22920948351131704
NATIONAL GUARD ARMORY 2,881,502,359,0.5698070374574348,0.40749148694665155,554,313,238,0.5649819494584838,0.4296028880866426,0.15749046251183224
NATIONAL GUARD ARMORY 3,1197,640,526,0.5346700083542189,0.4394319131161236,685,385,297,0.5620437956204379,0.4335766423357664,0.12261188250431432
NATIONAL GUARD AUBURN,3369,1802,1258,0.5348768180468982,0.373404571089344,2271,1453,747,0.6398062527520916,0.3289299867899604,0.2664016816627476
NATIONAL GUARD BRIDGEPORT,155,107,46,0.6903225806451613,0.2967741935483871,121,42,79,0.34710743801652894,0.6528925619834711,0.05033324446814186
NATL GUARD ARMORY CAMDEN,531,376,142,0.7080979284369114,0.2674199623352166,334,119,209,0.3562874251497006,0.625748502994012,0.08886746281448399
NATURAL BRIDGE CITY HALL,115,105,8,0.9130434782608695,0.06956521739130435,62,5,57,0.08064516129032258,0.9193548387096774,0.01107994389901823
NAUVOO CITY HALL,541,440,83,0.8133086876155268,0.1534195933456562,278,66,206,0.23741007194244604,0.7410071942446043,0.08399047859678985
NAZARENE,4567,3376,1003,0.7392161156119991,0.21961900591197722,2789,1075,1644,0.38544281104338474,0.5894585873072786,0.16582380513140751
NAZARENE BAPTIST CHURCH,228,71,152,0.31140350877192985,0.6666666666666666,152,123,29,0.8092105263157895,0.19078947368421054,0.14254385964912286
NECTAR,1088,997,62,0.9163602941176471,0.05698529411764706,550,81,463,0.14727272727272728,0.8418181818181818,0.09028743315508023
NEIGHBORHOOD FCLTY,757,628,88,0.82959048877146635,0.11624834874504623,372,79,282,0.21236559139784947,0.7580645161290323,0.09611724265280323
NESMITH COMM CENTER,175,160,12,0.9142857142857143,0.06857142857142857,100,10,89,0.1,0.89,0.03142857142857143
NETTLESBORO FIRE STATION,196,116,78,0.5918367346938775,0.3979591836734694,131,65,64,0.4961832061068702,0.48854961832061067,0.09822402243340084
NEW BETHEL FIRE DEPT,598,490,90,0.8193979933110368,0.1505016722408027,334,93,238,0.27844311377245506,0.7125748502994012,0.12794144153165238
NEW CANAAN SR CENTER,618,558,50,0.9029126213592233,0.08090614886731391,395,58,332,0.1468354430379747,0.8405063291139241,0.06592929417066078
NEW HOME BAPTIST CHURCH,1131,848,253,0.7497789566755084,0.22369584438549955,622,193,428,0.3102893890675241,0.6881028938906752,0.08659354468202457
NEW HOPE,154,131,19,0.8506493506493507,0.12337662337662338,63,15,48,0.23809523809523808,0.7619047619047619,0.1147186147186147
NEW HOPE BAPTIST,707,660,32,0.9335219236209336,0.04526166902404526,406,36,366,0.08866995073891626,0.9014778325123153,0.043408281714870996
NEW HOPE BAPTIST,707,660,32,0.9335219236209336,0.04526166902404526,441,86,345,0.19501133786848074,0.782312925170068,0.14974966884443547
NEW HOPE BAPTIST,809,701,85,0.8665018541409147,0.10506798516687268,406,36,366,0.08866995073891626,0.9014778325123153,-0.016398034427956426
NEW HOPE BAPTIST,809,701,85,0.8665018541409147,0.10506798516687268,441,86,345,0.19501133786848074,0.782312925170068,0.08994335270160805
NEW HOPE CITY HALL,2004,1639,283,0.8178642714570858,0.1412175648702595,1145,279,825,0.24366812227074236,0.7205240174672489,0.10245055740048287
NEW HOPE CUMBERLAND PRSBY,2261,1704,395,0.7536488279522335,0.17470145953118088,1610,571,986,0.3546583850931677,0.6124223602484472,0.17995692556198684
NEW HOPE METHODIST,308,240,58,0.7792207792207793,0.18831168831168832,150,50,99,0.3333333333333333,0.66,0.145021645021645
NEW HOPE MISSIONARY,657,574,61,0.8736681887366818,0.0928462709284627,353,56,291,0.15864022662889518,0.8243626062322946,0.06579395570043248
NEW LIFE ASSEMBLY OF GOD,3670,2693,758,0.7337874659400545,0.20653950953678474,2417,966,1360,0.399669011170873,0.5626810095159288,0.19312950163408826
NEW LIFE ASSEMBLY OF GOD,3670,2693,758,0.7337874659400545,0.20653950953678474,1519,504,980,0.3317972350230415,0.6451612903225806,0.12525772548625674
NEW LIFE ASSEMBLY OF GOD,2417,1952,335,0.8076127430699214,0.13860157219693836,2417,966,1360,0.399669011170873,0.5626810095159288,0.26106743897393464
NEW LIFE ASSEMBLY OF GOD,2417,1952,335,0.8076127430699214,0.13860157219693836,1519,504,980,0.3317972350230415,0.6451612903225806,0.19319566282610312
NEW LONDON VFD,856,692,141,0.8084112149532711,0.1647196261682243,560,161,391,0.2875,0.6982142857142857,0.12278037383177567
NEW MARKET FIRE STATION,1127,871,207,0.7728482697426797,0.1836734693877551,731,221,490,0.3023255813953488,0.6703146374829001,0.11865211200759371
NEW ORDER MISSIONARY BAPT,1027,390,622,0.379746835443038,0.6056475170399221,690,485,203,0.7028985507246377,0.2942028985507246,0.09725103368471555
NEW PACES PT VFD,1095,891,164,0.8136986301369863,0.14977168949771688,848,225,593,0.2653301886792453,0.6992924528301887,0.11555849918152841
NEW SALEM CHURCH,482,119,358,0.24688796680497926,0.7427385892116183,328,257,70,0.7835365853658537,0.21341463414634146,0.040797996154235405
NEW SHILOH CHURCH,1203,92,1067,0.07647547797173733,0.8869492934330839,988,931,46,0.9423076923076923,0.0465587044534413,0.05535839887460836
NEW SHILOH MISSIONARY 1,1262,599,558,0.4746434231378764,0.4421553090332805,758,530,205,0.6992084432717678,0.2704485488126649,0.2570531342384873
NEW SHILOH MISSIONARY 2,809,401,333,0.4956736711990111,0.411619283065513,769,545,203,0.7087126137841352,0.26397919375812745,0.2970933307186222
NEW SITE TOWN HALL,626,542,73,0.865814696485623,0.11661341853035144,389,59,318,0.15167095115681234,0.8174807197943444,0.0350575326264609
NEW ST JOHNS MINISTRIES,633,11,614,0.017377567140600316,0.9699842022116903,479,472,7,0.9853862212943633,0.014613778705636743,0.015402019082672913
NEW UNION COMMUNITY CTR,1078,960,86,0.8905380333951762,0.07977736549165121,566,108,441,0.19081272084805653,0.7791519434628975,0.11103535535640532
NEW ZION BAPTIST,193,154,27,0.7979274611398963,0.13989637305699482,112,29,77,0.25892857142857145,0.6875,0.11903219837157664
NEW ZION MISSIONARY CH,849,206,616,0.24263839811542992,0.7255594817432274,604,495,101,0.8195364238410596,0.1672185430463576,0.09397694209783225
NEWBURG PRCT 20,176,96,76,0.5454545454545454,0.4318181818181818,106,71,34,0.6698113207547169,0.32075471698113206,0.23799313893653512
NEWTON TOWN HALL,932,789,125,0.8465665236051502,0.13412017167381973,559,116,435,0.2075134168157424,0.778175313059034,0.07339324514192266
NICHOLSVILLE BAPTIST,192,115,77,0.5989583333333334,0.4010416666666667,134,60,74,0.44776119402985076,0.5522388059701493,0.04671952736318408
NOCCALULA KIWANIS PAVIL,1852,1403,340,0.7575593952483801,0.183585313174946,1154,445,653,0.3856152512998267,0.5658578856152513,0.2020299381248807
NOKOMIS VOTING HOUSE,432,359,60,0.8310185185185185,0.1388888888888889,268,70,194,0.26119402985074625,0.7238805970149254,0.12230514096185735
NORTH GADSDEN REC CTR,975,442,487,0.4533333333333333,0.49948717948717947,633,417,201,0.6587677725118484,0.3175355450236967,0.1592805930246689
NORTH PERRY,178,136,41,0.7640449438202247,0.2303370786516854,129,41,88,0.3178294573643411,0.6821705426356589,0.0874923787126557
NORTH SHELBY BAPTIST,705,520,145,0.7375886524822695,0.20567375886524822,452,186,251,0.41150442477876104,0.5553097345132744,0.20583066591351282
NORTH VALLEY CHURCH,1990,1439,474,0.7231155778894472,0.23819095477386934,1098,471,610,0.42896174863387976,0.5555555555555556,0.19077079386001042
NORTHEAST ETOWAH COMM CTR,1620,1264,308,0.7802469135802469,0.19012345679012346,935,341,572,0.36470588235294116,0.611764705882353,0.1745824255628177
NORTHEAST HUNTSVILLE,1103,654,367,0.5929283771532184,0.3327289211242067,813,436,356,0.5362853628536285,0.43788437884378845,0.20355644172942178
NORTHPORT CITY HALL,3280,2215,922,0.6753048780487805,0.2810975609756098,2138,1048,1043,0.490177736202058,0.48783910196445274,0.20908017522644823
NORTHSIDE LIONS CLUB,748,663,59,0.8863636363636364,0.07887700534759358,410,74,335,0.18048780487804877,0.8170731707317073,0.1016107995304552
NOTASULGA TOWN HALL,865,402,435,0.4647398843930636,0.5028901734104047,587,380,197,0.6473594548551959,0.33560477001703576,0.1444692814447912
OAK BOWERY CHURCH,132,79,53,0.5984848484848485,0.4015151515151515,98,45,53,0.45918367346938777,0.5408163265306123,0.057668521954236274
OAK GROVE BAPTIST CHURCH,149,128,19,0.8590604026845637,0.12751677852348994,91,18,73,0.1978021978021978,0.8021978021978022,0.07028541927870785
OAK GROVE CITY HALL,1248,867,362,0.6947115384615384,0.2900641025641026,716,306,403,0.4273743016759777,0.5628491620111732,0.1373101991118751
OAKLAND FIRE STATION,1051,713,292,0.6784015223596574,0.27783063748810655,617,299,310,0.4846029173419773,0.5024311183144247,0.20677227985387076
OAKMAN COMMUNITY CTR,815,648,147,0.7950920245398773,0.18036809815950922,464,136,318,0.29310344827586204,0.6853448275862069,0.11273535011635283
OAKWOOD UNIVERSITY CHURCH,3304,539,2632,0.163135593220339,0.7966101694915254,2607,2261,317,0.8672803989259685,0.12159570387418489,0.07067022943444312
ODENVILLE CIVIC CENTER,1662,1470,119,0.8844765342960289,0.07160048134777376,960,184,751,0.19166666666666668,0.7822916666666667,0.12006618531889292
OFS FIRE STATION,203,103,96,0.5073891625615764,0.4729064039408867,160,81,79,0.50625,0.49375,0.0333435960591133
OLD FIELD CHURCH,239,79,156,0.3305439330543933,0.6527196652719666,168,130,37,0.7738095238095238,0.22023809523809523,0.12108985853755727
OLD GADSDEN HIGH LUNCHROO,215,39,169,0.1813953488372093,0.786046511627907,169,153,15,0.9053254437869822,0.08875739644970414,0.11927893215907526
OLD RAILROAD DEPOT BOX 1,883,201,665,0.2276330690826727,0.753114382785957,608,507,100,0.8338815789473685,0.16447368421052633,0.08076719616141148
OLD SEALE COURTHOUSE,863,459,379,0.5318655851680185,0.4391657010428737,454,279,174,0.6145374449339207,0.3832599118942731,0.17537174389104698
OLD TEXAS COMM CTR SIMPK,28,26,2,0.9285714285714286,0.07142857142857142,21,0,21,0,1,-0.07142857142857142
OLD UNION CHURCH,85,77,2,0.9058823529411765,0.023529411764705882,39,4,35,0.10256410256410256,0.8974358974358975,0.07903469079939668
OMAHA,217,195,14,0.8986175115207373,0.06451612903225806,88,12,76,0.13636363636363635,0.8636363636363636,0.07184750733137829
ONEONTA,2494,2014,384,0.8075380914194066,0.15396952686447474,1409,394,992,0.27963094393186655,0.7040454222853088,0.1256614170673918
OPELIKA LEARNING CTR,2364,596,1685,0.2521150592216582,0.7127749576988156,1616,1359,243,0.8409653465346535,0.15037128712871287,0.1281903888358379
OPELIKA RECREATION CTR,1832,1108,598,0.6048034934497817,0.32641921397379914,1199,612,561,0.5104253544620517,0.46788990825688076,0.1840061404882526
OPELIKA SPORTSPLEX,4250,2941,1085,0.692,0.25529411764705884,2439,1095,1310,0.4489544895448955,0.5371053710537106,0.19366037189783664
OPHELIA,190,168,19,0.8842105263157894,0.1,128,30,98,0.234375,0.765625,0.134375
OPINE  TALLAHATTA,120,114,4,0.95,0.03333333333333333,71,3,67,0.04225352112676056,0.9436619718309859,0.00892018779342723
OPP SENIOR ACTIVITY CTR,2855,2332,452,0.8168126094570928,0.15831873905429072,1608,393,1204,0.24440298507462688,0.7487562189054726,0.08608424602033615
OPTIMIST PARK,2026,1239,626,0.6115498519249754,0.3089832181638697,1579,849,677,0.5376820772640912,0.42875237492083595,0.22869885910022153
ORANGE BEACH COMM,4360,3673,534,0.8424311926605504,0.12247706422018349,2852,802,1961,0.2812061711079944,0.6875876577840112,0.1587291068878109
OURTOWN VFD,731,619,88,0.8467852257181943,0.12038303693570451,488,119,358,0.24385245901639344,0.7336065573770492,0.12346942208068892
OWENS CROSS RDS CITY HALL,1946,1526,287,0.7841726618705036,0.1474820143884892,1268,416,796,0.3280757097791798,0.6277602523659306,0.18059369539069062
OXFORD CHEAHA CLUBHOUSE,730,533,168,0.7301369863013699,0.23013698630136986,441,161,271,0.36507936507936506,0.6145124716553289,0.1349423787779952
OXFORD PUBLIC LIBRARY,549,365,150,0.6648451730418944,0.273224043715847,318,149,160,0.46855345911949686,0.5031446540880503,0.19532941540364984
OZARK CIVIC CENTER,4929,3039,1704,0.6165550821667681,0.3457090687766281,3119,1521,1561,0.48765630009618466,0.500480923372876,0.14194723131955655
PAINT ROCK SR CITIZEN CTR,212,172,26,0.8113207547169812,0.12264150943396226,136,33,103,0.2426470588235294,0.7573529411764706,0.12000554938956715
PAINTERLIBERTY BAPT CH,323,271,40,0.8390092879256966,0.1238390092879257,163,34,126,0.2085889570552147,0.7730061349693251,0.08474994776728902
PALMETTO,217,184,28,0.847926267281106,0.12903225806451613,141,29,110,0.20567375886524822,0.7801418439716312,0.07664150080073209
PANOLA COMMUNITY CTR,296,202,83,0.6824324324324325,0.28040540540540543,181,67,113,0.3701657458563536,0.6243093922651933,0.08976034045094816
PANOLA TRAILER,253,27,224,0.1067193675889328,0.8853754940711462,205,180,24,0.8780487804878049,0.11707317073170732,-0.00732671358334136
PANSEY VFD,433,388,32,0.8960739030023095,0.07390300230946882,229,35,192,0.15283842794759825,0.8384279475982532,0.07893542563812943
PARKVIEW BAPTIST CHURCH,1037,442,552,0.4262295081967213,0.532304725168756,671,481,177,0.7168405365126677,0.2637853949329359,0.18453581134391162
PARRISH HIGH SCH GYM,1139,897,216,0.7875329236172081,0.18964003511852504,635,183,444,0.28818897637795277,0.6992125984251969,0.09854894125942773
PATSBURG DEPOT BLDG,161,157,2,0.9751552795031055,0.012422360248447204,85,5,77,0.058823529411764705,0.9058823529411765,0.046401169163317504
PAUL FIRE DEPT,120,67,49,0.5583333333333333,0.4083333333333333,80,35,45,0.4375,0.5625,0.029166666666666674
PAYNE GAP CHURCH,393,353,28,0.8982188295165394,0.07124681933842239,195,29,165,0.14871794871794872,0.8461538461538461,0.07747112937952633
PEA RIDGE CHURCH,257,228,23,0.8871595330739299,0.08949416342412451,150,34,112,0.22666666666666666,0.7466666666666667,0.13717250324254215
PEA RIDGE COMMUNITY CTR,366,308,38,0.8415300546448088,0.10382513661202186,187,32,151,0.1711229946524064,0.8074866310160428,0.067297858040384545
PEACHBURG,103,21,78,0.20388349514563106,0.7572815533980582,76,58,18,0.7631578947368421,0.23684210526315788,0.005876341338783897
